Prog s-T1 s-T2 a-T1 a-T2 s-m1 a-m1 s-m2 a-m2 s-m3 a-m3 s-m4 a-m4 s-m5 a-m5 s-m6 a-m6
2337 3 3 2 2 6 3 6 3 4 3 6 3 4 3 6 3 
2338 3 3 2 2 6 3 6 3 4 3 6 3 4 3 6 3 
2339 4 3 1 2 6 2 6 2 5 2 7 3 5 2 6 2 
2340 3 3 2 2 6 3 6 3 6 3 6 3 6 3 6 3 
2341 4 3 1 2 7 2 7 2 7 2 7 2 7 2 7 2 
2342 4 3 1 2 7 2 7 2 7 2 7 2 7 2 7 2 
2343 5 3 1 2 8 1 8 1 8 1 8 2 8 1 8 1 
2344 3 3 2 2 6 3 6 3 6 3 6 3 6 3 6 3 
2345 4 3 1 2 7 2 7 2 7 2 7 2 7 2 7 2 
2346 4 3 1 2 7 2 7 2 7 2 7 2 7 2 7 2 
2347 5 3 1 2 8 1 8 1 8 1 8 2 8 1 8 1 
2348 4 3 1 2 7 2 7 2 7 3 7 3 7 3 7 2 
2349 5 3 1 2 8 2 8 2 8 2 8 2 8 2 8 2 
2350 5 3 1 2 8 2 8 2 8 2 8 2 8 2 8 2 
2351 6 3 1 2 9 1 9 1 9 1 9 2 9 1 9 1 
2352 3 3 2 2 6 3 6 3 6 3 4 4 6 3 6 3 
2353 3 3 2 2 6 3 6 3 6 3 6 3 6 3 6 3 
2354 3 3 2 2 6 3 6 3 6 3 6 3 6 3 6 3 
2355 4 3 1 2 7 2 7 2 7 2 7 3 7 2 7 2 
2356 6 3 1 2 9 2 9 2 9 2 6 3 9 2 9 2 
2357 6 3 1 2 9 2 9 2 9 2 9 2 9 2 9 2 
2358 6 3 1 2 9 2 9 2 9 2 9 2 9 2 9 2 
2359 7 3 1 2 10 1 10 1 10 1 10 2 10 1 10 1 
2360 6 3 1 2 9 2 9 2 9 2 6 3 9 2 9 2 
2361 6 3 1 2 9 2 9 2 9 2 9 2 9 2 9 2 
2362 6 3 1 2 9 2 9 2 9 2 9 2 9 2 9 2 
2363 7 3 1 2 10 1 10 1 10 1 10 2 10 1 10 1 
2364 7 3 1 2 10 2 10 2 10 2 7 3 10 2 10 2 
2365 7 3 1 2 10 2 10 2 10 2 10 2 10 2 10 2 
2366 7 3 1 2 10 2 10 2 10 2 10 2 10 2 10 2 
2367 8 3 1 2 11 1 11 1 11 1 11 2 11 1 11 1 
2368 3 4 2 1 4 3 4 3 4 3 4 3 4 3 4 3 
2369 3 4 2 1 5 2 5 2 5 2 7 2 5 2 5 2 
2370 3 4 2 1 5 2 5 2 5 2 7 2 5 2 5 2 
2371 4 4 1 1 6 1 6 1 6 1 8 2 6 2 6 2 
2372 3 4 2 1 5 2 5 2 7 2 7 2 7 2 5 2 
2373 4 4 1 1 6 1 6 1 8 1 8 1 8 1 6 1 
2374 4 4 1 1 6 1 6 1 8 1 8 1 8 1 6 1 
2375 5 4 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2376 3 4 2 1 5 2 5 2 7 2 7 2 7 2 5 2 
2377 4 4 1 1 6 1 6 1 8 1 8 1 8 1 6 1 
2378 4 4 1 1 6 1 6 1 8 1 8 1 8 1 6 1 
2379 5 4 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2380 4 4 1 1 6 1 6 2 8 2 8 2 8 2 6 2 
2381 5 4 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2382 5 4 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2383 6 4 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2384 3 4 2 1 7 2 7 2 7 2 4 3 6 3 6 3 
2385 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2386 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2387 4 4 1 1 8 1 8 1 8 1 8 2 8 2 8 2 
2388 6 4 1 1 8 1 8 1 10 1 7 2 9 2 7 2 
2389 6 4 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2390 6 4 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2391 7 4 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2392 6 4 1 1 8 1 8 1 10 1 7 2 9 2 7 2 
2393 6 4 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2394 6 4 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2395 7 4 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2396 7 4 1 1 9 1 9 1 11 1 8 2 10 2 8 2 
2397 7 4 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2398 7 4 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2399 8 4 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
2400 3 4 2 1 7 2 6 3 4 3 4 3 4 3 6 3 
2401 3 4 2 1 7 2 6 2 5 2 7 2 5 2 6 2 
2402 3 4 2 1 7 2 6 2 5 2 7 2 5 2 6 2 
2403 4 4 1 1 7 1 6 1 6 1 8 2 6 2 6 2 
2404 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2405 4 4 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
2406 4 4 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
2407 5 4 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2408 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2409 4 4 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
2410 4 4 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
2411 5 4 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2412 4 4 1 1 8 1 8 2 8 2 8 2 8 2 8 2 
2413 5 4 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2414 5 4 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2415 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2416 3 4 2 1 7 2 7 2 7 2 4 3 6 3 6 3 
2417 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2418 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2419 4 4 1 1 8 1 8 1 8 1 8 2 8 2 8 2 
2420 6 4 1 1 10 1 10 1 10 1 7 2 9 2 9 2 
2421 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2422 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2423 7 4 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2424 6 4 1 1 10 1 10 1 10 1 7 2 9 2 9 2 
2425 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2426 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2427 7 4 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2428 7 4 1 1 11 1 11 1 11 1 8 2 10 2 10 2 
2429 7 4 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2430 7 4 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2431 8 4 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2432 3 4 2 1 4 3 4 3 4 3 4 3 4 3 4 3 
2433 3 4 2 1 5 2 5 2 5 2 7 2 5 2 5 2 
2434 3 4 2 1 5 2 5 2 5 2 7 2 5 2 5 2 
2435 4 4 1 1 6 1 6 1 6 1 8 2 6 2 6 2 
2436 3 4 2 1 5 2 5 2 7 2 7 2 7 2 5 2 
2437 4 4 1 1 6 1 6 1 8 1 8 1 8 1 6 1 
2438 4 4 1 1 6 1 6 1 8 1 8 1 8 1 6 1 
2439 5 4 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2440 3 4 2 1 5 2 5 2 7 2 7 2 7 2 5 2 
2441 4 4 1 1 6 1 6 1 8 1 8 1 8 1 6 1 
2442 4 4 1 1 6 1 6 1 8 1 8 1 8 1 6 1 
2443 5 4 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2444 4 4 1 1 6 1 6 2 8 2 8 2 8 2 6 2 
2445 5 4 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2446 5 4 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2447 6 4 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2448 3 4 2 1 7 2 7 2 7 2 4 3 6 3 6 3 
2449 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2450 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2451 4 4 1 1 8 1 8 1 8 1 8 2 8 2 8 2 
2452 6 4 1 1 8 1 8 1 10 1 7 2 9 2 7 2 
2453 6 4 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2454 6 4 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2455 7 4 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2456 6 4 1 1 8 1 8 1 10 1 7 2 9 2 7 2 
2457 6 4 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2458 6 4 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2459 7 4 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2460 7 4 1 1 9 1 9 1 11 1 8 2 10 2 8 2 
2461 7 4 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2462 7 4 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2463 8 4 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
2464 3 4 2 1 7 2 6 3 4 3 4 3 4 3 6 3 
2465 3 4 2 1 7 2 6 2 5 2 7 2 5 2 6 2 
2466 3 4 2 1 7 2 6 2 5 2 7 2 5 2 6 2 
2467 4 4 1 1 7 1 6 1 6 1 8 2 6 2 6 2 
2468 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2469 4 4 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
2470 4 4 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
2471 5 4 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2472 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2473 4 4 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
2474 4 4 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
2475 5 4 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2476 4 4 1 1 8 1 8 2 8 2 8 2 8 2 8 2 
2477 5 4 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2478 5 4 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2479 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2480 3 4 2 1 7 2 7 2 7 2 4 3 6 3 6 3 
2481 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2482 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2483 4 4 1 1 8 1 8 1 8 1 8 2 8 2 8 2 
2484 6 4 1 1 10 1 10 1 10 1 7 2 9 2 9 2 
2485 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2486 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2487 7 4 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2488 6 4 1 1 10 1 10 1 10 1 7 2 9 2 9 2 
2489 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2490 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2491 7 4 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2492 7 4 1 1 11 1 11 1 11 1 8 2 10 2 10 2 
2493 7 4 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2494 7 4 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2495 8 4 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2496 3 5 2 1 5 2 5 2 5 2 5 2 5 2 5 2 
2497 3 5 2 1 6 2 6 2 6 2 8 1 6 1 6 1 
2498 3 5 2 1 6 2 6 2 6 2 8 1 6 1 6 1 
2499 4 5 1 1 7 1 7 1 7 1 9 1 7 1 7 1 
2500 3 5 2 1 6 2 6 1 8 1 8 1 8 1 6 1 
2501 4 5 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2502 4 5 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2503 5 5 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2504 3 5 2 1 6 2 6 1 8 1 8 1 8 1 6 1 
2505 4 5 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2506 4 5 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2507 5 5 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2508 4 5 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2509 5 5 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2510 5 5 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2511 6 5 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2512 3 5 2 1 8 2 8 2 8 2 5 2 6 2 6 2 
2513 3 5 2 1 8 2 8 2 8 2 8 1 8 1 8 1 
2514 3 5 2 1 8 2 8 2 8 2 8 1 8 1 8 1 
2515 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2516 6 5 1 1 9 1 9 1 11 1 8 1 9 1 7 1 
2517 6 5 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2518 6 5 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2519 7 5 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
2520 6 5 1 1 9 1 9 1 11 1 8 1 9 1 7 1 
2521 6 5 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2522 6 5 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2523 7 5 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
2524 7 5 1 1 10 1 10 1 12 1 9 1 10 1 8 1 
2525 7 5 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
2526 7 5 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
2527 8 5 1 1 11 1 11 1 13 1 13 1 13 1 11 1 
2528 3 5 2 1 8 2 6 2 5 2 5 2 5 2 6 2 
2529 3 5 2 1 8 2 6 2 6 2 8 1 6 1 6 1 
2530 3 5 2 1 8 2 6 2 6 2 8 1 6 1 6 1 
2531 4 5 1 1 8 1 7 1 7 1 9 1 7 1 7 1 
2532 3 5 2 1 8 2 8 1 8 1 8 1 8 1 8 1 
2533 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2534 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2535 5 5 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2536 3 5 2 1 8 2 8 1 8 1 8 1 8 1 8 1 
2537 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2538 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2539 5 5 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2540 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2541 5 5 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2542 5 5 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2543 6 5 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2544 3 5 2 1 8 2 8 2 8 2 5 2 6 2 6 2 
2545 3 5 2 1 8 2 8 2 8 2 8 1 8 1 8 1 
2546 3 5 2 1 8 2 8 2 8 2 8 1 8 1 8 1 
2547 4 5 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2548 6 5 1 1 11 1 11 1 11 1 8 1 9 1 9 1 
2549 6 5 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2550 6 5 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2551 7 5 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2552 6 5 1 1 11 1 11 1 11 1 8 1 9 1 9 1 
2553 6 5 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2554 6 5 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2555 7 5 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2556 7 5 1 1 12 1 12 1 12 1 9 1 10 1 10 1 
2557 7 5 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2558 7 5 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2559 8 5 1 1 13 1 13 1 13 1 13 1 13 1 13 1 
2560 3 3 2 2 3 4 3 4 3 4 3 4 3 4 3 4 
2561 3 3 2 2 4 3 4 3 4 3 6 3 4 3 4 3 
2562 3 3 2 2 4 3 4 3 4 3 6 3 4 3 4 3 
2563 4 3 1 2 5 2 5 2 5 2 7 3 5 2 5 2 
2564 3 3 2 2 4 3 4 3 6 3 6 3 6 3 4 3 
2565 4 3 1 2 5 2 5 2 7 2 7 2 7 2 5 2 
2566 4 3 1 2 5 2 5 2 7 2 7 2 7 2 5 2 
2567 5 3 1 2 6 1 6 1 8 1 8 2 8 1 6 1 
2568 3 3 2 2 4 3 4 3 6 3 6 3 6 3 4 3 
2569 4 3 1 2 5 2 5 2 7 2 7 2 7 2 5 2 
2570 4 3 1 2 5 2 5 2 7 2 7 2 7 2 5 2 
2571 5 3 1 2 6 1 6 1 8 1 8 2 8 1 6 1 
2572 4 3 1 2 5 2 5 2 7 3 7 3 7 3 5 2 
2573 5 3 1 2 6 2 6 2 8 2 8 2 8 2 6 2 
2574 5 3 1 2 6 2 6 2 8 2 8 2 8 2 6 2 
2575 6 3 1 2 7 1 7 1 9 1 9 2 9 1 7 1 
2576 3 3 2 2 6 3 6 3 6 3 3 4 6 3 6 3 
2577 3 3 2 2 6 3 6 3 6 3 6 3 6 3 6 3 
2578 3 3 2 2 6 3 6 3 6 3 6 3 6 3 6 3 
2579 4 3 1 2 7 2 7 2 7 2 7 3 7 2 7 2 
2580 6 3 1 2 7 2 7 2 9 2 6 3 9 2 7 2 
2581 6 3 1 2 7 2 7 2 9 2 9 2 9 2 7 2 
2582 6 3 1 2 7 2 7 2 9 2 9 2 9 2 7 2 
2583 7 3 1 2 8 1 8 1 10 1 10 2 10 1 8 1 
2584 6 3 1 2 7 2 7 2 9 2 6 3 9 2 7 2 
2585 6 3 1 2 7 2 7 2 9 2 9 2 9 2 7 2 
2586 6 3 1 2 7 2 7 2 9 2 9 2 9 2 7 2 
2587 7 3 1 2 8 1 8 1 10 1 10 2 10 1 8 1 
2588 7 3 1 2 8 2 8 2 10 2 7 3 10 2 8 2 
2589 7 3 1 2 8 2 8 2 10 2 10 2 10 2 8 2 
2590 7 3 1 2 8 2 8 2 10 2 10 2 10 2 8 2 
2591 8 3 1 2 9 1 9 1 11 1 11 2 11 1 9 1 
2592 3 3 2 2 6 3 6 3 4 4 4 4 4 4 6 3 
2593 3 3 2 2 6 3 6 3 4 3 6 3 4 3 6 3 
2594 3 3 2 2 6 3 6 3 4 3 6 3 4 3 6 3 
2595 4 3 1 2 6 2 6 2 5 2 7 3 5 2 6 2 
2596 3 3 2 2 6 3 6 3 6 3 6 3 6 3 6 3 
2597 4 3 1 2 7 2 7 2 7 2 7 2 7 2 7 2 
2598 4 3 1 2 7 2 7 2 7 2 7 2 7 2 7 2 
2599 5 3 1 2 8 1 8 1 8 1 8 2 8 1 8 1 
2600 3 3 2 2 6 3 6 3 6 3 6 3 6 3 6 3 
2601 4 3 1 2 7 2 7 2 7 2 7 2 7 2 7 2 
2602 4 3 1 2 7 2 7 2 7 2 7 2 7 2 7 2 
2603 5 3 1 2 8 1 8 1 8 1 8 2 8 1 8 1 
2604 4 3 1 2 7 2 7 2 7 3 7 3 7 3 7 2 
2605 5 3 1 2 8 2 8 2 8 2 8 2 8 2 8 2 
2606 5 3 1 2 8 2 8 2 8 2 8 2 8 2 8 2 
2607 6 3 1 2 9 1 9 1 9 1 9 2 9 1 9 1 
2608 3 3 2 2 6 3 6 3 6 3 4 4 6 3 6 3 
2609 3 3 2 2 6 3 6 3 6 3 6 3 6 3 6 3 
2610 3 3 2 2 6 3 6 3 6 3 6 3 6 3 6 3 
2611 4 3 1 2 7 2 7 2 7 2 7 3 7 2 7 2 
2612 6 3 1 2 9 2 9 2 9 2 6 3 9 2 9 2 
2613 6 3 1 2 9 2 9 2 9 2 9 2 9 2 9 2 
2614 6 3 1 2 9 2 9 2 9 2 9 2 9 2 9 2 
2615 7 3 1 2 10 1 10 1 10 1 10 2 10 1 10 1 
2616 6 3 1 2 9 2 9 2 9 2 6 3 9 2 9 2 
2617 6 3 1 2 9 2 9 2 9 2 9 2 9 2 9 2 
2618 6 3 1 2 9 2 9 2 9 2 9 2 9 2 9 2 
2619 7 3 1 2 10 1 10 1 10 1 10 2 10 1 10 1 
2620 7 3 1 2 10 2 10 2 10 2 7 3 10 2 10 2 
2621 7 3 1 2 10 2 10 2 10 2 10 2 10 2 10 2 
2622 7 3 1 2 10 2 10 2 10 2 10 2 10 2 10 2 
2623 8 3 1 2 11 1 11 1 11 1 11 2 11 1 11 1 
2624 3 4 2 1 4 3 4 3 4 3 4 3 4 3 4 3 
2625 3 4 2 1 5 2 5 2 5 2 7 2 5 2 5 2 
2626 3 4 2 1 5 2 5 2 5 2 7 2 5 2 5 2 
2627 4 4 1 1 6 1 6 1 6 1 8 2 6 2 6 2 
2628 3 4 2 1 5 2 5 2 7 2 7 2 7 2 5 2 
2629 4 4 1 1 6 1 6 1 8 1 8 1 8 1 6 1 
2630 4 4 1 1 6 1 6 1 8 1 8 1 8 1 6 1 
2631 5 4 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2632 3 4 2 1 5 2 5 2 7 2 7 2 7 2 5 2 
2633 4 4 1 1 6 1 6 1 8 1 8 1 8 1 6 1 
2634 4 4 1 1 6 1 6 1 8 1 8 1 8 1 6 1 
2635 5 4 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2636 4 4 1 1 6 1 6 2 8 2 8 2 8 2 6 2 
2637 5 4 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2638 5 4 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2639 6 4 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2640 3 4 2 1 7 2 7 2 7 2 4 3 6 3 6 3 
2641 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2642 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2643 4 4 1 1 8 1 8 1 8 1 8 2 8 2 8 2 
2644 6 4 1 1 8 1 8 1 10 1 7 2 9 2 7 2 
2645 6 4 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2646 6 4 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2647 7 4 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2648 6 4 1 1 8 1 8 1 10 1 7 2 9 2 7 2 
2649 6 4 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2650 6 4 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2651 7 4 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2652 7 4 1 1 9 1 9 1 11 1 8 2 10 2 8 2 
2653 7 4 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2654 7 4 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2655 8 4 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
2656 3 4 2 1 7 2 6 3 4 3 4 3 4 3 6 3 
2657 3 4 2 1 7 2 6 2 5 2 7 2 5 2 6 2 
2658 3 4 2 1 7 2 6 2 5 2 7 2 5 2 6 2 
2659 4 4 1 1 7 1 6 1 6 1 8 2 6 2 6 2 
2660 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2661 4 4 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
2662 4 4 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
2663 5 4 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2664 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2665 4 4 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
2666 4 4 1 1 8 1 8 1 8 1 8 1 8 1 8 1 
2667 5 4 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2668 4 4 1 1 8 1 8 2 8 2 8 2 8 2 8 2 
2669 5 4 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2670 5 4 1 1 9 1 9 1 9 1 9 1 9 1 9 1 
2671 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2672 3 4 2 1 7 2 7 2 7 2 4 3 6 3 6 3 
2673 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2674 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2675 4 4 1 1 8 1 8 1 8 1 8 2 8 2 8 2 
2676 6 4 1 1 10 1 10 1 10 1 7 2 9 2 9 2 
2677 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2678 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2679 7 4 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2680 6 4 1 1 10 1 10 1 10 1 7 2 9 2 9 2 
2681 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2682 6 4 1 1 10 1 10 1 10 1 10 1 10 1 10 1 
2683 7 4 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2684 7 4 1 1 11 1 11 1 11 1 8 2 10 2 10 2 
2685 7 4 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2686 7 4 1 1 11 1 11 1 11 1 11 1 11 1 11 1 
2687 8 4 1 1 12 1 12 1 12 1 12 1 12 1 12 1 
2688 3 4 2 1 4 3 4 3 4 3 4 3 4 3 4 3 
2689 3 4 2 1 5 2 5 2 5 2 7 2 5 2 5 2 
2690 3 4 2 1 5 2 5 2 5 2 7 2 5 2 5 2 
2691 4 4 1 1 6 1 6 1 6 1 8 2 6 2 6 2 
2692 3 4 2 1 5 2 5 2 7 2 7 2 7 2 5 2 
2693 4 4 1 1 6 1 6 1 8 1 8 1 8 1 6 1 
2694 4 4 1 1 6 1 6 1 8 1 8 1 8 1 6 1 
2695 5 4 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2696 3 4 2 1 5 2 5 2 7 2 7 2 7 2 5 2 
2697 4 4 1 1 6 1 6 1 8 1 8 1 8 1 6 1 
2698 4 4 1 1 6 1 6 1 8 1 8 1 8 1 6 1 
2699 5 4 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2700 4 4 1 1 6 1 6 2 8 2 8 2 8 2 6 2 
2701 5 4 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2702 5 4 1 1 7 1 7 1 9 1 9 1 9 1 7 1 
2703 6 4 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2704 3 4 2 1 7 2 7 2 7 2 4 3 6 3 6 3 
2705 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2706 3 4 2 1 7 2 7 2 7 2 7 2 7 2 7 2 
2707 4 4 1 1 8 1 8 1 8 1 8 2 8 2 8 2 
2708 6 4 1 1 8 1 8 1 10 1 7 2 9 2 7 2 
2709 6 4 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2710 6 4 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2711 7 4 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2712 6 4 1 1 8 1 8 1 10 1 7 2 9 2 7 2 
2713 6 4 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2714 6 4 1 1 8 1 8 1 10 1 10 1 10 1 8 1 
2715 7 4 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2716 7 4 1 1 9 1 9 1 11 1 8 2 10 2 8 2 
2717 7 4 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2718 7 4 1 1 9 1 9 1 11 1 11 1 11 1 9 1 
2719 8 4 1 1 10 1 10 1 12 1 12 1 12 1 10 1 
2720 3 4 2 1 7 2 6 3 4 3 4 3 4 3 6 3 
2721 3 4 2 1 7 2 6 2 5 2 7 2 5 2 6 2 
2722 3 4 2 1 7 2 6 2 5 2 7 2 5 2 6 2 
